14:43:12.99,收到,0x90,0xA1,0x002F,1,# 1F 
14:43:13.97,收到,0x90,0xA0,0x002F,1,# 1E 
14:43:15.07,收到,0x90,0xA1,0x002F,1,# 20 
14:43:16.05,收到,0x90,0xA0,0x002F,1,# 1E 
14:43:17.04,收到,0x90,0xA1,0x002F,1,# 21 
14:43:18.02,收到,0x90,0xA0,0x002F,1,# 1E 
14:43:19.01,收到,0x90,0xA1,0x002F,1,# 22 
14:43:19.99,收到,0x90,0xA0,0x002F,1,# 1E 
14:43:20.98,收到,0x90,0xA1,0x002F,1,# 23 
14:43:22.07,收到,0x90,0xA0,0x002F,1,# 1E 
14:43:23.05,收到,0x90,0xA1,0x002F,1,# 24 
14:43:24.04,收到,0x90,0xA0,0x002F,1,# 1E 
14:43:25.03,收到,0x90,0xA1,0x002F,1,# 25 
14:43:26.01,收到,0x90,0xA0,0x002F,1,# 1E 
14:43:26.99,收到,0x90,0xA1,0x002F,1,# 26 
14:43:27.98,收到,0x90,0xA0,0x002F,1,# 1E 
14:43:29.07,收到,0x90,0xA1,0x002F,1,# 27 
14:43:30.05,收到,0x90,0xA0,0x002F,1,# 1E 
14:43:31.04,收到,0x90,0xA1,0x002F,1,# 28 
14:43:32.02,收到,0x90,0xA0,0x002F,1,# 1E 
14:43:33.01,收到,0x90,0xA1,0x002F,1,# 29 
14:43:33.99,收到,0x90,0xA0,0x002F,1,# 1E 
14:43:35.08,收到,0x90,0xA1,0x002F,1,# 2A 
14:43:36.07,收到,0x90,0xA0,0x002F,1,# 1E 
14:43:37.05,收到,0x90,0xA1,0x002F,1,# 2B 
14:43:38.04,收到,0x90,0xA0,0x002F,1,# 1E 
14:43:39.02,收到,0x90,0xA1,0x002F,1,# 2C 
14:43:40.01,收到,0x90,0xA0,0x002F,1,# 1E 
14:43:40.99,收到,0x90,0xA1,0x002F,1,# 2D 
14:43:42.09,收到,0x90,0xA0,0x002F,1,# 1E 
14:43:43.07,收到,0x90,0xA1,0x002F,1,# 2E 
14:43:44.05,收到,0x90,0xA0,0x002F,1,# 1E 
14:43:45.04,收到,0x90,0xA1,0x002F,1,# 2F 
14:43:46.02,收到,0x90,0xA0,0x002F,1,# 1E 
14:43:47.01,收到,0x90,0xA1,0x002F,1,# 30 
14:43:47.99,收到,0x90,0xA0,0x002F,1,# 1E 
14:43:49.08,收到,0x90,0xA1,0x002F,1,# 31 
14:43:50.07,收到,0x90,0xA0,0x002F,1,# 1E 
14:43:51.05,收到,0x90,0xA1,0x002F,1,# 32 
14:43:52.04,收到,0x90,0xA0,0x002F,1,# 1E 
14:43:53.03,收到,0x90,0xA1,0x002F,1,# 33 
14:43:54.01,收到,0x90,0xA0,0x002F,1,# 1E 
14:43:55.10,收到,0x90,0xA1,0x002F,1,# 34 
14:43:56.09,收到,0x90,0xA0,0x002F,1,# 1E 
14:43:57.07,收到,0x90,0xA1,0x002F,1,# 35 
14:43:58.05,收到,0x90,0xA0,0x002F,1,# 1E 
14:43:59.04,收到,0x90,0xA1,0x002F,1,# 36 
14:44:00.02,收到,0x90,0xA0,0x002F,1,# 1E 
14:44:01.01,收到,0x90,0xA1,0x002F,1,# 37 
14:44:02.10,收到,0x90,0xA0,0x002F,1,# 1E 
14:44:03.08,收到,0x90,0xA1,0x002F,1,# 38 
14:44:04.07,收到,0x90,0xA0,0x002F,1,# 1E 
14:44:05.05,收到,0x90,0xA1,0x002F,1,# 39 
14:44:06.04,收到,0x90,0xA0,0x002F,1,# 1E 
14:44:07.02,收到,0x90,0xA1,0x002F,1,# 3A 
14:44:08.01,收到,0x90,0xA0,0x002F,1,# 1E 
14:44:09.10,收到,0x90,0xA1,0x002F,1,# 3B 
14:44:10.09,收到,0x90,0xA0,0x002F,1,# 1E 
14:44:11.07,收到,0x90,0xA1,0x002F,1,# 3C 
14:44:12.06,收到,0x90,0xA0,0x002F,1,# 1E 
14:44:13.04,收到,0x90,0xA1,0x002F,1,# 3D 
14:44:14.02,收到,0x90,0xA0,0x002F,1,# 1E 
14:44:15.01,收到,0x90,0xA1,0x002F,1,# 3E 
14:44:16.10,收到,0x90,0xA0,0x002F,1,# 1E 
14:44:17.09,收到,0x90,0xA1,0x002F,1,# 3F 
14:44:18.07,收到,0x90,0xA0,0x002F,1,# 1E 
14:44:19.05,收到,0x90,0xA1,0x002F,1,# 40 
14:44:20.04,收到,0x90,0xA0,0x002F,1,# 1E 
14:44:21.02,收到,0x90,0xA1,0x002F,1,# 41 
14:44:22.12,收到,0x90,0xA0,0x002F,1,# 1E 
14:44:23.10,收到,0x90,0xA1,0x002F,1,# 42 
14:44:24.08,收到,0x90,0xA0,0x002F,1,# 1E 
14:44:25.07,收到,0x90,0xA1,0x002F,1,# 43 
14:44:26.05,收到,0x90,0xA0,0x002F,1,# 1E 
14:44:27.04,收到,0x90,0xA1,0x002F,1,# 44 
