14:31:07.28,收到,0x90,0xA1,0x002F,1,# 01 
14:31:08.34,收到,0x90,0xA0,0x002F,1,# 1E 
14:31:09.24,收到,0x90,0xA1,0x002F,1,# 02 
14:31:10.23,收到,0x90,0xA0,0x002F,1,# 1E 
14:31:11.21,收到,0x90,0xA1,0x002F,1,# 03 
14:31:12.20,收到,0x90,0xA0,0x002F,1,# 1E 
14:31:13.29,收到,0x90,0xA1,0x002F,1,# 04 
14:31:14.28,收到,0x90,0xA0,0x002F,1,# 1E 
14:31:15.26,收到,0x90,0xA1,0x002F,1,# 05 
14:31:16.24,收到,0x90,0xA0,0x002F,1,# 1E 
14:31:17.23,收到,0x90,0xA1,0x002F,1,# 06 
14:31:17.41,发出,0x80,0xD0,0x002F,1,# 01 
14:31:18.21,收到,0x90,0xA0,0x002F,1,# 1E 
14:31:19.20,收到,0x90,0xA1,0x002F,1,# 07 
14:31:20.29,收到,0x90,0xA0,0x002F,1,# 1E 
14:31:21.27,收到,0x90,0xA1,0x002F,1,# 08 
14:31:22.26,收到,0x90,0xA0,0x002F,1,# 1E 
14:31:23.24,收到,0x90,0xA1,0x002F,1,# 09 
14:31:24.23,收到,0x90,0xA0,0x002F,1,# 1E 
14:31:25.21,收到,0x90,0xA1,0x002F,1,# 0A 
14:31:26.19,收到,0x90,0xA0,0x002F,1,# 1E 
14:31:26.52,发出,0x80,0xD0,0x002F,1,# 01 
14:31:27.29,收到,0x90,0xA1,0x002F,1,# 0B 
14:31:27.41,发出,0x80,0xA0,0x002F,1,# 01 
14:31:27.80,发出,0x80,0xB0,0x002F,1,# 01 
14:31:28.28,收到,0x90,0xA0,0x002F,1,# 1E 
14:31:28.29,发出,0x80,0xC0,0x002F,1,# 01 
14:31:29.26,收到,0x90,0xA1,0x002F,1,# 0C 
14:31:30.24,收到,0x90,0xA0,0x002F,1,# 1E 
14:31:31.23,收到,0x90,0xA1,0x002F,1,# 0D 
14:31:32.21,收到,0x90,0xA0,0x002F,1,# 1E 
14:31:33.20,收到,0x90,0xA1,0x002F,1,# 0E 
14:31:33.71,发出,0x80,0xC0,0x002F,1,# 01 
14:31:34.29,收到,0x90,0xA0,0x002F,1,# 1E 
14:31:34.34,发出,0x80,0xB0,0x002F,1,# 01 
14:31:34.91,发出,0x80,0xA0,0x002F,1,# 01 
